MAJOR1:3:0:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ in diplomatischen Kontakt mit dem Volk der $minor$ stehen.
MAJOR2:3:0:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ in diplomatischen Kontakt mit dem Volk der $minor$ stehen.
MAJOR3:3:0:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ in diplomatischen Kontakt mit dem Volk der $minor$ stehen.
MAJOR4:3:0:Die Taq'rhiar Schaltzentrale konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ in diplomatischen Kontakt mit dem Volk der $minor$ stehen.
MAJOR5:3:0:Der Cartarianischer Geheimbund konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ in diplomatischen Kontakt mit dem Volk der $minor$ stehen.
MAJOR6:3:0:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ in diplomatischen Kontakt mit dem Volk der $minor$ stehen.
MAJOR1:3:1:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ mit dem Volk der $minor$ aufrechterhält.
MAJOR2:3:1:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ mit dem Volk der $minor$ aufrechterhält.
MAJOR3:3:1:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ mit dem Volk der $minor$ aufrechterhält.
MAJOR4:3:1:Die Taq'rhiar Schaltzentrale konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ mit dem Volk der $minor$ aufrechterhält.
MAJOR5:3:1:Der Cartarianischer Geheimbund konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ mit dem Volk der $minor$ aufrechterhält.
MAJOR6:3:1:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ mit dem Volk der $minor$ aufrechterhält.
MAJOR1:3:2:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ ($duration$) mit $major$ aufrechterhält.
MAJOR2:3:2:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ ($duration$) mit $major$ aufrechterhält.
MAJOR3:3:2:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ ($duration$) mit $major$ aufrechterhält.
MAJOR4:3:2:Die Taq'rhiar Schaltzentrale konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ ($duration$) mit $major$ aufrechterhält.
MAJOR5:3:2:Der Cartarianischer Geheimbund konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ ($duration$) mit $major$ aufrechterhält.
MAJOR6:3:2:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $race$ $agreement$ ($duration$) mit $major$ aufrechterhält.
MAJOR1:3:3:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $major$ gegenüber $race$ eine als $relation$ zu bezeichnende Beziehung aufzeigen.
MAJOR2:3:3:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $major$ gegenüber $race$ eine als $relation$ zu bezeichnende Beziehung aufzeigen.
MAJOR3:3:3:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $major$ gegenüber $race$ eine als $relation$ zu bezeichnende Beziehung aufzeigen.
MAJOR4:3:3:Die Taq'rhiar Schaltzentrale konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $major$ gegenüber $race$ eine als $relation$ zu bezeichnende Beziehung aufzeigen.
MAJOR5:3:3:Der Cartarianischer Geheimbund konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $major$ gegenüber $race$ eine als $relation$ zu bezeichnende Beziehung aufzeigen.
MAJOR6:3:3:Unser Geheimdienst konnte erfolgreich eine Spionageaktion auf Diplomatieebene durchführen. Durch diese erfolgreiche Geheimdienstaktion konnten wir in Erfahrung bringen, dass $major$ gegenüber $race$ eine als $relation$ zu bezeichnende Beziehung aufzeigen.
